placeDcid,placeName,Date:RetailDrugDistribution_DrugDistribution_TincuredOpium,Value:RetailDrugDistribution_DrugDistribution_TincuredOpium,Source:RetailDrugDistribution_DrugDistribution_TincuredOpium
geoId/31001,Adams County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31009,Blaine County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31009,Blaine County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31009,Blaine County,2016-07,0.04,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31009,Blaine County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31019,Buffalo County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31019,Buffalo County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31019,Buffalo County,2016-07,3.99,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31019,Buffalo County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31035,Clay County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31035,Clay County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31035,Clay County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31035,Clay County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31041,Custer County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31041,Custer County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31041,Custer County,2016-07,0.86,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31041,Custer County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31047,Dawson County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31047,Dawson County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31047,Dawson County,2016-07,1.21,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31047,Dawson County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31071,Garfield County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31071,Garfield County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31071,Garfield County,2016-07,0.18,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31071,Garfield County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31073,Gosper County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31073,Gosper County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31073,Gosper County,2016-07,0.01,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31073,Gosper County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31077,Greeley County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31077,Greeley County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31077,Greeley County,2016-07,0.15,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31077,Greeley County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31079,Hall County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31079,Hall County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31079,Hall County,2016-07,5.07,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31079,Hall County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31081,Hamilton County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31081,Hamilton County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31081,Hamilton County,2016-07,0.77,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31081,Hamilton County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31093,Howard County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31093,Howard County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31093,Howard County,2016-07,0.54,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31093,Howard County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31099,Kearney County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31099,Kearney County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31099,Kearney County,2016-07,0.05,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31099,Kearney County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31113,Logan County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31113,Logan County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31113,Logan County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31113,Logan County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31115,Loup County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31115,Loup County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31115,Loup County,2016-07,0.05,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31115,Loup County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31121,Merrick County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31121,Merrick County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31121,Merrick County,2016-07,0.57,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31121,Merrick County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31125,Nance County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31125,Nance County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31125,Nance County,2016-07,0.01,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31125,Nance County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31137,Phelps County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31137,Phelps County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31137,Phelps County,2016-07,0.02,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31137,Phelps County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31149,Rock County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31149,Rock County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31149,Rock County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31149,Rock County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31163,Sherman County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31163,Sherman County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31163,Sherman County,2016-07,0.27,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31163,Sherman County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31175,Valley County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31175,Valley County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31175,Valley County,2016-07,0.37,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/31175,Valley County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33001,Belknap County,2011-01,0.07,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33001,Belknap County,2011-04,0.03,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33001,Belknap County,2011-07,0.07,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33001,Belknap County,2011-10,0.03,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33001,Belknap County,2012-01,0.03,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33001,Belknap County,2012-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33001,Belknap County,2012-07,0.03,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33001,Belknap County,2012-10,0.03,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33001,Belknap County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33001,Belknap County,2016-04,0.33,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33001,Belknap County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33001,Belknap County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33003,Carroll County,2011-01,0.43,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33003,Carroll County,2011-04,0.22,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33003,Carroll County,2011-07,0.43,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33003,Carroll County,2011-10,0.22,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33003,Carroll County,2012-01,0.22,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33003,Carroll County,2012-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33003,Carroll County,2012-07,0.22,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33003,Carroll County,2012-10,0.22,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33003,Carroll County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33003,Carroll County,2016-04,0.03,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33003,Carroll County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33003,Carroll County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33009,Grafton County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33009,Grafton County,2016-04,0.2,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33009,Grafton County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33009,Grafton County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33011,Hillsborough County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33011,Hillsborough County,2016-04,0.11,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33011,Hillsborough County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33011,Hillsborough County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33013,Merrimack County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33013,Merrimack County,2016-04,0.43,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33013,Merrimack County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33013,Merrimack County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33013,Merrimack County,2017-01,4.73,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33013,Merrimack County,2017-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33013,Merrimack County,2017-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33013,Merrimack County,2017-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33015,Rockingham County,2011-01,1.5,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33015,Rockingham County,2011-04,0.75,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33015,Rockingham County,2011-07,1.5,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33015,Rockingham County,2011-10,0.75,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33015,Rockingham County,2012-01,0.75,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33015,Rockingham County,2012-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33015,Rockingham County,2012-07,0.75,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33015,Rockingham County,2012-10,0.75,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33015,Rockingham County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33015,Rockingham County,2016-04,0.06,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33015,Rockingham County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33015,Rockingham County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33017,Strafford County,2011-01,1.25,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33017,Strafford County,2011-04,0.63,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33017,Strafford County,2011-07,1.25,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33017,Strafford County,2011-10,0.63,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33017,Strafford County,2012-01,0.63,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33017,Strafford County,2012-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33017,Strafford County,2012-07,0.63,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33017,Strafford County,2012-10,0.63,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33017,Strafford County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33017,Strafford County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33017,Strafford County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33017,Strafford County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33019,Sullivan County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33019,Sullivan County,2016-04,0.01,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33019,Sullivan County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/33019,Sullivan County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34001,Atlantic County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34001,Atlantic County,2016-04,0.02,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34001,Atlantic County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34001,Atlantic County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34003,Bergen County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34003,Bergen County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34003,Bergen County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34003,Bergen County,2016-10,0.14,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34003,Bergen County,2017-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34003,Bergen County,2017-04,0.53,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34003,Bergen County,2017-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34003,Bergen County,2017-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34005,Burlington County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34005,Burlington County,2016-04,0.4,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34005,Burlington County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34005,Burlington County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34007,Camden County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34007,Camden County,2016-04,0.36,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34007,Camden County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34007,Camden County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34013,Essex County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34013,Essex County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34013,Essex County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34013,Essex County,2016-10,0.27,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34015,Gloucester County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34015,Gloucester County,2016-04,0.26,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34015,Gloucester County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34015,Gloucester County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34017,Hudson County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34017,Hudson County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34017,Hudson County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34017,Hudson County,2016-10,0.27,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34019,Hunterdon County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34019,Hunterdon County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34019,Hunterdon County,2016-07,0.14,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34019,Hunterdon County,2016-10,0.14,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34023,Middlesex County,2016-01,0.05,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34023,Middlesex County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34023,Middlesex County,2016-07,0.72,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34023,Middlesex County,2016-10,0.8,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34025,Monmouth County,2016-01,2.31,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34025,Monmouth County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34025,Monmouth County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34025,Monmouth County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34027,Morris County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34027,Morris County,2016-04,0.75,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34027,Morris County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34027,Morris County,2016-10,0.81,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34027,Morris County,2017-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34027,Morris County,2017-04,0.12,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34027,Morris County,2017-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34027,Morris County,2017-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34029,Ocean County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34029,Ocean County,2016-04,0.08,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34029,Ocean County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34029,Ocean County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34031,Passaic County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34031,Passaic County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34031,Passaic County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34031,Passaic County,2016-10,0.11,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34031,Passaic County,2017-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34031,Passaic County,2017-04,0.38,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34031,Passaic County,2017-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34031,Passaic County,2017-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34033,Salem County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34033,Salem County,2016-04,0.05,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34033,Salem County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34033,Salem County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34035,Somerset County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34035,Somerset County,2016-04,0.22,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34035,Somerset County,2016-07,0.27,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34035,Somerset County,2016-10,0.52,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34037,Sussex County,2017-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34037,Sussex County,2017-04,0.14,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34037,Sussex County,2017-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34037,Sussex County,2017-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34039,Union County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34039,Union County,2016-04,0.22,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34039,Union County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34039,Union County,2016-10,0.43,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34041,Warren County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34041,Warren County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34041,Warren County,2016-07,0.05,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/34041,Warren County,2016-10,0.05,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/35001,Bernalillo County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/35001,Bernalillo County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/35001,Bernalillo County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/35001,Bernalillo County,2016-10,4.15,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/35043,Sandoval County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/35043,Sandoval County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/35043,Sandoval County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/35043,Sandoval County,2016-10,0.58,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36003,Allegany County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36003,Allegany County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36003,Allegany County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36003,Allegany County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36009,Cattaraugus County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36009,Cattaraugus County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36009,Cattaraugus County,2016-07,0.03,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36009,Cattaraugus County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36009,Cattaraugus County,2017-01,0.19,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36009,Cattaraugus County,2017-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36009,Cattaraugus County,2017-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36009,Cattaraugus County,2017-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36011,Cayuga County,2016-01,0.17,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36011,Cayuga County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36011,Cayuga County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36011,Cayuga County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36013,Chautauqua County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36013,Chautauqua County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36013,Chautauqua County,2016-07,0.09,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36013,Chautauqua County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/36013,Chautauqua County,2017-01,0.13,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
